,OldIndex,IssueDate,PermitNo.,Ward,Parcel,Address,Owner,Contractor,WorkDescription,Cost,SNPNeighborhood(partial),TypeofWork(partial),TypeofStructure(partial)
1583,61749,10/7/2020,EP-2020-02302,1,0002-J-00300-000A-00,"500 1ST AVE, Pittsburgh, 15219-",BUNCHER FAMILY FOUNDATION (THE),"Hatzel & Buehler, Inc","ALTERATIONS TO ELECTRICAL SYSTEM TO PROVIDE NEW POWER, LIGHTING & SECURITY FOR NEW ENTRY DOORS",69621.0,Central Business District,ADDITION / ALTERATION,Commercial - All other uses
1584,61859,10/9/2020,BP-2020-06117,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,MASCARO CONSTRUCTION COMPANY LP,"Phase 3- Interior Renovation including Pharmacy Renovation/Expansion, Exterior work for New Air Handling unit on Roof",199892.5,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1591,61874,10/12/2020,MP-2020-06128,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,MCKAMISH INC,Phase 3- Provide new AHU on Roof and Pharmacy expansion rooms on 7th floor,450000.0,Shadyside,ADDITION / ALTERATION,Commercial
1598,61892,10/12/2020,EP-2020-06127,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,"Phase 3 - Interior Renovation including Pharmacy Renovation/Expansion, Exterior work for New Air Handling unit on Roof",50000.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1605,61997,10/14/2020,BP-2020-13453,17,0014-D-00290-0000-00,"148 MONASTERY AVE, Pittsburgh, 15203-",ST PAUL MONASTERY,MASCARO CONSTRUCTION COMPANY LP,INTERIOR ALTERATIONS TO EXITING 3-STORY RETREAT CENTER,780000.0,South Side Slopes,ADDITION / ALTERATION,Commercial - All other uses
1607,62163,10/21/2020,MP-2020-16790,12,0171-E-00150-0000-00,"815 FREEPORT RD, Pittsburgh, 15215-",CITY OF PITTSBURGH,K & I SHEET METAL INC,"INTERIOR RENOVATION INCLUDES DEMOLITION, NEW WALLS, CEILINGS, DOORS, FINISHES, CASEWORK, MEDICAL EQUIPMENT AS WELL AS PLUMBING FIXTURES",22940.0,Lincoln-Lemington-Belmar,MINOR ALTERATION,Commercial
1608,62164,10/21/2020,EP-2020-14039,17,0014-D-00290-0000-00,"148 MONASTERY AVE, Pittsburgh, 15203-",ST PAUL MONASTERY,FERRY ELECTRIC COMPANY,MODIFICATIONS TO EXISTING ELECTRICAL SYSTEM INCLUDING NEW LIGHTING AND POWER DEVICES AT EXISTING RETREAT CENTER,260789.0,South Side Slopes,ADDITION / ALTERATION,Commercial - All other uses
1610,62210,10/22/2020,BP-2020-04965,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,MASCARO CONSTRUCTION COMPANY LP,"INTERIOR ALTERATIONS TO 1,000 SQ. FT. ON 2ND FLOOR OF A 3 STORY STRUCTURE",155733.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1611,62251,10/26/2020,FAS-2020-14738,17,0014-D-00290-0000-00,"148 MONASTERY AVE, Pittsburgh, 15203-",ST PAUL MONASTERY,FERRY ELECTRIC COMPANY,EXTEND FIRE ALARM SYSTEM INCLUDING NEW DEVICES AND CIRCUIT WIRING,78600.0,South Side Slopes,ADDITION / ALTERATION,Commercial - All other uses
1613,62252,10/26/2020,OLP-2020-17116,22,0008-J-00030-0000-00,"100 ART ROONEY AVE, Pittsburgh, PA 15212-",ALLEGHENY COUNTY,,,0.0,North Shore,NEW,
1616,62288,10/27/2020,FAS-2020-15637,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,ALTERATION OF EXISTING SYSTEM - NEW DEVICES AT 7TH FLOOR OF A MULTI-STORY HOSPITAL STRUCTURE - RELATED TO BP-2020-03019,200.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1623,62302,10/27/2020,OOP-2020-15392,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,,,0.0,Bluff,TEMPORARY USE,Commercial - All other uses
1626,62366,10/29/2020,19-E-00876,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,CLISTA ELECTRIC INC,"NEW DISTRIBUTION EQUIPMENT, POWER, AND LIGHTING - ENERGY INSPECTION REQUIRED - RELATED TO 19-B-00946",45000.0,Bluff,ADDITION / ALTERATION,Commercial - All other uses
1629,62494,11/3/2020,19-E-00876,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,CLISTA ELECTRIC INC,"NEW DISTRIBUTION EQUIPMENT, POWER, AND LIGHTING - ENERGY INSPECTION REQUIRED - RELATED TO 19-B-00946",45000.0,Bluff,ADDITION / ALTERATION,Commercial - All other uses
1632,62556,11/4/2020,FAS-2020-15638,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,Phase -2 Interior Renovation including Nourishment rooms on 7th Floor and AHU on roof,5000.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1639,62560,11/4/2020,SSP-2020-18068,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,JOHNSON CONTROLS FIRE PROTECTION LP,,1000.0,Shadyside,MINOR ALTERATION,Commercial - All other uses
1646,62617,11/6/2020,SSP-2020-18197,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,JOHNSON CONTROLS FIRE PROTECTION LP,,1500.0,Shadyside,MINOR ALTERATION,Commercial - All other uses
1653,62654,11/6/2020,BP-2020-18217,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,MASCARO CONSTRUCTION COMPANY LP,,152719.0,Central Northside,MINOR ALTERATION,Commercial - All other uses
1655,62811,11/12/2020,BP-2020-04964,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,MASCARO CONSTRUCTION COMPANY LP,"INTERIOR ALTERATIONS TO 2,000 SQ. FT. ON 3RD FLOOR OF A 3 STORY STRUCTURE",251598.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1656,62823,11/12/2020,BP-2020-15766,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,MASCARO CONSTRUCTION COMPANY LP,"INTERIOR RENOVATION CONVERTING A CONFERENCE ROOM INTO A STAFF WORKROOM...INSTALLATION OF 2 PNEUMATIC TUBE STATIONS, AND INFILL AN ABANDONED DUMBWAITER SHAFT. (PHASE 2 OF PHARMACY RELOCATION)",322496.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1663,62838,11/13/2020,MP-2020-16687,17,0014-D-00290-0000-00,"148 MONASTERY AVE, Pittsburgh, 15203-",ST PAUL MONASTERY,RUTHRAUFF SAUER LLC,EXHAUST SYSTEM FOR EXISTING RETREAT CENTER,22000.0,South Side Slopes,ADDITION / ALTERATION,Commercial
1665,62906,11/16/2020,BP-2020-15265,27,0075-E-00002-0000-00,"3300 PREBLE AVE, Pittsburgh, PA 15233",ALLEGHENY COUNTY SANITARY AUTHORITY,KOKOSING INDUSTRIAL INC,"CONSTRUCTION OF NEW PIPE AND PUMP SUPPORTS AND ALTERATIONS TO PUMP ELECTRICAL ROOMS AT PUMP BUILDINGS 911, 912, 921, AND 922",800000.0,Brighton Heights;Marshall-Shadeland,ADDITION / ALTERATION,Commercial - All other uses
1666,62982,11/18/2020,EP-2020-17305,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,PRECISION ELECTRICAL CONTRACTORS INC,"DISTRIBUTION EQUIPMENT, POWER, LIGHTING AT 2ND FLOOR OF A 3 STORY STRUCTURE",110000.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1667,63000,11/19/2020,SSP-2020-18988,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,Preferred Fire Protection,,9000.0,Central Northside,MINOR ALTERATION,Commercial - All other uses
1668,63062,11/23/2020,SSP-2020-18203,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,JOHNSON CONTROLS FIRE PROTECTION LP,,3000.0,Shadyside,MINOR ALTERATION,Commercial - All other uses
1675,63081,11/23/2020,BP-2020-15989,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,LANDAU BUILDING CO,"Demolish walls and finishes, and rebuild to include 2 scanner rooms, storage and mechanical room.",2000000.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1677,63113,11/24/2020,BP-2020-15380,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,MASCARO CONSTRUCTION COMPANY LP,New exterior stair connecting two roof levels for maintenance use only. The access door for the maintenance area is also being replaced.,50000.0,Bluff,ADDITION / ALTERATION,Commercial - All other uses
1680,63224,12/1/2020,BP-2020-16131,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,MASCARO CONSTRUCTION COMPANY LP,"RELOCATE  LEVEL G RESEARCH & PHYSICIST OFFICES (PHASE 3 OF PHARMACY RELOCATION), INCLUDING A 2 HOUR FIRE RATED EXHAUST DUCT SHAFT UP THROUGH THE ROOF",612059.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1687,63438,12/9/2020,FAS-2020-18732,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,PRECISION ELECTRICAL CONTRACTORS INC,NEW FIRE ALARM DEVICES AT 2ND FLOOR OF A 3 STORY STRUCTURE - RELATED TO BP-2020-04965,1000.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1688,63439,12/9/2020,SSP-2020-19764,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,Preferred Fire Protection,,5000.0,Shadyside,MINOR ALTERATION,Commercial - All other uses
1695,63561,12/15/2020,FAS-2020-18202,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,"Phase 3 - Interior Renovation including Pharmacy Renovation/Expansion, Exterior work for New Air Handling unit on Roof",6000.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1702,63573,12/15/2020,SSP-2020-20174,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,Preferred Fire Protection,,14885.0,Central Northside,MINOR ALTERATION,Commercial - All other uses
1703,63576,12/15/2020,EP-2020-15874,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,"ELECTRICAL ALTERATIONS ASSOCIATED WITH A NEW STAFF WORKROOM, (2) NEW PNEUMATIC TUBE STATIONS, AND INFILL OF AN ABANDONED DUMBWAITER SHAFT...RELATED BP-2020-15766.",147440.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1710,63633,12/16/2020,EP-2020-18659,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,PRECISION ELECTRICAL CONTRACTORS INC,POWER & LIGHTING AT 3RD FLOOR OF A 3 STORY STRUCTURE - RELATED TO BP-2020-04964,195000.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1711,63762,12/21/2020,SSP-2020-18988,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,Preferred Fire Protection,,9000.0,Central Northside,MINOR ALTERATION,Commercial - All other uses
1712,63909,12/29/2020,MP-2020-18146,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,MCKAMISH INC,"DUCTWORK, HYDRONIC PIPING, INTERIOR & EXTERIOR MECHANICAL EQUIPMENT AT 2ND FLOOR AND ROOF OF A 3 STORY STRUCTURE - RELATED TO BP-2020-04965",150000.0,Central Northside,ADDITION / ALTERATION,Commercial
1713,63910,12/29/2020,FAS-2020-20150,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,PRECISION ELECTRICAL CONTRACTORS INC,NEW DEVICES AND WIRING AT AN EXISTING FIRE ALARM SYSTEM AT 3RD FLOOR OF A 3 STORY STRUCTURE - RELATED TO BP-2020-04964,5000.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1714,63949,12/30/2020,BP-2020-17394,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,MASCARO CONSTRUCTION COMPANY LP,Infill floor at a decommissioned shaft to create a new team room (office space). Install new partition walls and refinish newly created room and adjacent nourishment room.,170000.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1721,63974,12/31/2020,SSP-2019-06955,4,0028-F-00206-0000-00,"3422 FORBES AVE, Pittsburgh, 15213-",MURWEST LLC,ALLIANCE FIRE SYSTEMS,Relocate sprinklers,0.0,Central Oakland,MINOR ALTERATION,Commercial - All other uses
1722,63992,1/4/2021,MP-2020-15875,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,RUTHRAUFF SAUER LLC,"H.V.A.C. ALTERATIONS ASSOCIATED WITH A NEW STAFF WORKROOM, (2) NEW PNEUMATIC TUBE STATIONS, AND INFILL OF AN ABANDONED DUMBWAITER SHAFT...RELATED BP-2020-15766.",52000.0,Shadyside,ADDITION / ALTERATION,Commercial
1729,63998,1/4/2021,MP-2020-16731,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,RUTHRAUFF SAUER LLC,H.V.A.C. ALTERATIONS TO LEVEL G ASSOCIATED WITH RELOCATING RESEARCH & PHYSICIST'S OFFICES (PHASE 3 OF PHARMACY RELOCATION)...RELATED BP-2020-16131,142000.0,Shadyside,ADDITION / ALTERATION,Commercial
1736,64246,1/12/2021,MP-2020-18934,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,RENICK BROTHERS CONSTRUCTION CO,INSTALL NEW DUCTWORK AND INTERIOR MECHANICA EQUIPMENT FOR INTERIOR RENOVATIONS AT PORTION OF 4TH FLOOR MAIN WING IN EXISTING HOSPITAL- ENERGY INSPECTION REQUIRED - RELATED TO BP-2020-17394,170000.0,Shadyside,ADDITION / ALTERATION,Commercial
1743,64345,1/15/2021,MP-2020-18748,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,SCALISE INDUSTRIES CORPORATION,"INSTALL NEW CHILLED WATER PUMPS, & (2) DUCTLESS A/C/ SYSTEMS...RELATED 17-B-01516.",290000.0,Bluff,ADDITION / ALTERATION,Commercial
1745,64399,1/19/2021,MP-2020-19160,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,MCKAMISH INC,"DUCTWORK, HYDRONIC PIPING, INTERIOR & EXTERIOR MECHANICAL EQUIPMENT AT 3RD FLOOR AND ROOF OF A 3 STORY STRUCTURE - RELATED TO BP-2020-04964",200000.0,Central Northside,ADDITION / ALTERATION,Commercial
1746,64486,1/21/2021,BP-2019-02257,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,NATHAN CONTRACTING LP,"REPAIRS

AMENDMENT: New striping for accessible spaces, they are changing from being all on one level, to spread across multiple.",2022570.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1753,64547,1/25/2021,EP-2020-18929,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,FERRY ELECTRIC COMPANY,INSTALL NEW POWER AND LIGHTING FOR INTERIOR RENOVATIONS AT PORTION OF 4TH FLOOR MAIN WING IN EXISTING HOSPITAL- ENERGY INSPECTION REQUIRED - RELATED TO BP-2020-17394,170000.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1760,64760,2/3/2021,EP-2020-20022,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,,82000.0,Central Northside,MINOR ALTERATION,Commercial - All other uses
1762,64762,2/3/2021,FAS-2021-00034,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,Phase 2 for UPMC Shadyside G Level Pharmacy.  Add two smoke detectors for phase completion...RELATED BP-2020-15766,4800.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1769,64806,2/5/2021,BP-2020-20149,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,MASCARO CONSTRUCTION COMPANY LP,INTERIOR ALTERATIONS TO RECONFIGURE EXISTING OFFICE AND REPLACEMENT OF EXTERIOR WINDOWS,469955.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1771,64897,2/9/2021,BP-2020-17798,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,"MBM CONTRACTING, INC","Interior alteration of:
- 2 rooms separated with a firewall on the third floor.
- Ceiling replacement of about 6000sf on the third floor
- 1 room on the second floor.

Interior alterations partial second slides room new furred walls, finishes and door relocation, 3rd floor new gross atonomy lab and processsing room new furred walls modified opening in fire wall, doors and finishes",300000.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1773,64903,2/10/2021,FAS-2021-00191,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,FIRE ALARM ALTERATIONS FOR RELOCATED RESEARCH & PHYSICIST'S OFFICES...RELATED BP-2020-16131,19000.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1780,64925,2/10/2021,EP-2020-16730,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,ELECTRICAL ALTERATIONS TO LEVEL G ASSOCIATED WITH RELOCATING RESEARCH & PHYSICIST'S OFFICES (PHASE 3 OF PHARMACY RELOCATION)...RELATED BP-2020-16131,177390.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1787,64933,2/11/2021,EP-2020-20176,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,RENNOVATION OF ELECTRICAL TO SUPPLY CONVERTED CART STORAGE AREA,5000.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1794,64953,2/11/2021,BP-2020-20164,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,MASCARO CONSTRUCTION COMPANY LP,Interior Renovation to remove doors and previously infilled abandoned dumb waiter doors and finish out space,50000.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1801,65015,2/12/2021,FAS-2021-02172,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,,2500.0,Central Northside,MINOR ALTERATION,Commercial - All other uses
1803,65084,2/16/2021,SSP-2021-02393,4,0028-F-00206-0000-00,"3422 FORBES AVE, Pittsburgh, 15213-",MURWEST LLC,ALLIANCE FIRE SYSTEMS,,50000.0,Central Oakland,MINOR ALTERATION,Commercial - All other uses
1804,65127,2/17/2021,SSP-2021-01714,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,Preferred Fire Protection,,5000.0,Shadyside,MINOR ALTERATION,Commercial - All other uses
1811,65217,2/19/2021,SSP-2021-00572,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,JOHNSON CONTROLS FIRE PROTECTION LP,"Suppression system extension for initial fit-out that includes tap into the standpipe riser and supply new pipes, fittings valves and sprinkler heads supplied by an existing fire pump.",36500.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1813,65270,2/23/2021,EP-2020-20438,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,PRECISION ELECTRICAL CONTRACTORS INC,"MODIFY ELECTRICAL SYSTEM TO ACCOMMODATE INTERIOR ALTERATIONS AND ROOFTOP MECHANICAL EQUIPMENT AT EXISTING HOSPITAL INCLUDING NEW LIGHTING, PANELS AND BRANCH CIRCUITS",150000.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1815,65374,2/25/2021,EP-2020-11941,17,0012-E-00365-0000-00,"1736 E CARSON ST, Pittsburgh, 15203-",PEOPLES PITTSBURGH TRUST CO,MARSULA ELECTRIC INC,"MODIFICATIONS TO EXISTING ELECTRICAL SYSTEM INCLUDING NEW LIGHTING, BRANCH CIRCUITS, AND POWER DEVICES",120000.0,South Side Flats,ADDITION / ALTERATION,Commercial - All other uses
1816,65384,2/25/2021,MP-2020-11945,17,0012-E-00365-0000-00,"1736 E CARSON ST, Pittsburgh, 15203-",PEOPLES PITTSBURGH TRUST CO,HAYES MECHANICAL,NEW MECHANICAL SYSTEM FOR EXISTING BANK,40000.0,South Side Flats,ADDITION / ALTERATION,Commercial
1817,65398,2/25/2021,BP-2020-11723,17,0012-E-00365-0000-00,"1736 E CARSON ST, Pittsburgh, 15203-",PEOPLES PITTSBURGH TRUST CO,MASCARO CONSTRUCTION COMPANY LP,INTERIOR AND EXTERIOR ALTERATIONS TO 1-STORY BANK WITH BASEMENT,76000.0,South Side Flats,ADDITION / ALTERATION,Commercial - All other uses
1818,65450,2/26/2021,EP-2021-01110,,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,FERRY ELECTRIC COMPANY,ELECTRICAL ALTERATION ASSOCIATED WITH A CHILLER REPLACEMENT,20000.0,,ADDITION / ALTERATION,Commercial - All other uses
1819,65521,3/2/2021,MP-2020-20177,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,RUTHRAUFF SAUER LLC,RENNOVATION OF HVAC TO SUPPLY CONVERTED CART STORAGE AREA,10000.0,Shadyside,ADDITION / ALTERATION,Commercial
1826,65753,3/10/2021,SSP-2021-03675,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,Preferred Fire Protection,,7976.0,Central Northside,MINOR ALTERATION,Commercial - All other uses
1828,65762,3/10/2021,MP-2020-20549,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,SCALISE INDUSTRIES CORPORATION,Install a new Air Handling Unit with duct system,518000.0,Central Northside,ADDITION / ALTERATION,Commercial
1830,65847,3/15/2021,SSP-2021-03825,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,Preferred Fire Protection,,5000.0,Shadyside,MINOR ALTERATION,Commercial - All other uses
1836,65933,3/16/2021,BP-2019-06528,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,TURNER CONSTRUCTION COMPANY,DEMOLITION AND REPLACEMENT OF EXISTING COOLING TOWERS,1.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1842,65973,3/17/2021,MP-2021-01295,22,0023-L-00020-0000-00,"1307 FEDERAL ST, Pittsburgh, 15212-",HTA-FEDERAL NORTH MOB LLC,MCKAMISH INC,REPLACE IN KIND CHILLER C-2,148000.0,Central Northside,ADDITION / ALTERATION,Commercial
1843,66110,3/23/2021,FAS-2021-02374,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,PRECISION ELECTRICAL CONTRACTORS INC,"NEW SPEAKER STROBE DEVICES IN RENOVATED LAB SPACE ON PARTIAL 2ND, 3RD FLOOR. NEW DUCT DETECTOR ON 4TH FLOOR.",5000.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1845,66306,3/30/2021,EP-2019-06897,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,CLISTA ELECTRIC INC,"ELECTRICAL WORK ASSOCIATED WITH REPLACEMENT OF EXISTING COOLING TOWERS INCLUDING PANEL BOARDS, BRANCH CIRCUITS AND WIRING, ELECTRICAL EQUIPMENT AND LIGHTING.",596000.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1851,66455,4/6/2021,MP-2021-04770,17;16,0012-E-00365-0000-00,"1736 E CARSON ST, Pittsburgh, 15203-",PEOPLES PITTSBURGH TRUST CO,STAAB & SON'S INC,Complete hvac system furnace AC ductwork,14000.0,South Side Flats;South Side Slopes,NEW CONSTRUCTION,Residential
1852,66550,4/8/2021,EP-2021-01177,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,M&J ELECTRICAL CONTRACTING INC.,"1) New lighting, wiring, and power devices for room re-configuration in Level G of the hospital. 2) New lighting and power for new mechanical equipment at new elevated air handler support structure.",225000.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
1858,66563,4/8/2021,BP-2021-01979,22,0023-M-00012-0000-00,"320 E NORTH AVE, Pittsburgh, PA 15212-",ALLEGHENY GENERAL HOSPITAL,LANDAU BUILDING CO,Interior alteration of 4600 SF on the first floor of an existing hospital building,500000.0,Central Northside,ADDITION / ALTERATION,Commercial - All other uses
1860,66564,4/8/2021,BP-2020-20657,7,0051-R-00150-0000-00,"5230 CENTRE AVE, Pittsburgh, PA 15232-",SHADYSIDE HOSPITAL,MASCARO CONSTRUCTION COMPANY LP,"Interior Level 2 alteration to existing pharmacy and offices for new central supply clean holding and central supply decontamination rooms (Space reconfig). New loading dock door, new elevated air handling unit steel support structure with caisson deep foundations. New duct support bridge being installed from new AHU to existing building.",1304663.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
